t/R,nxe,NDOF,elem_type,lin_disp,nl_disp,lin_runtime(s),nl_runtime(s),solver
1.000000000000000e-02,64,99846,CFI9,3.211431665078680e-02,0.000000000000000e+00,7.157921500000000e-02,0.000000000000000e+00,gmg
1.000000000000000e-02,128,396294,CFI9,3.211978084382511e-02,0.000000000000000e+00,2.054384910000000e-01,0.000000000000000e+00,gmg
1.000000000000000e-02,256,1579014,CFI9,3.212015928898272e-02,0.000000000000000e+00,4.862069630000000e-01,0.000000000000000e+00,gmg
1.000000000000000e-02,512,6303750,CFI9,3.212018360419624e-02,0.000000000000000e+00,1.758105737000000e+00,0.000000000000000e+00,gmg
2.000000000000000e-01,8,1734,AIG9,6.804170264475645e-02,0.000000000000000e+00,1.094079500000000e-02,0.000000000000000e+00,direct
2.000000000000000e-01,16,6534,AIG9,6.815108964130771e-02,0.000000000000000e+00,1.565712300000000e-02,0.000000000000000e+00,direct
2.000000000000000e-01,32,25350,AIG9,6.815766945875140e-02,0.000000000000000e+00,1.767841200000000e-02,0.000000000000000e+00,gmg
2.000000000000000e-01,64,99846,AIG9,6.815807675447572e-02,0.000000000000000e+00,3.995576100000000e-02,0.000000000000000e+00,gmg
2.000000000000000e-01,128,396294,AIG9,6.815810218446247e-02,0.000000000000000e+00,1.023110300000000e-01,0.000000000000000e+00,gmg
2.000000000000000e-01,256,1579014,AIG9,6.815810380137008e-02,0.000000000000000e+00,3.731202460000000e-01,0.000000000000000e+00,gmg
2.000000000000000e-01,512,6303750,AIG9,6.815810381847393e-02,0.000000000000000e+00,1.572322344000000e+00,0.000000000000000e+00,gmg
1.000000000000000e-02,8,1734,MITC9,3.206028339408458e-02,0.000000000000000e+00,2.080691400000000e-02,0.000000000000000e+00,direct
1.000000000000000e-02,16,6534,MITC9,3.211540298703665e-02,0.000000000000000e+00,5.298869900000000e-02,0.000000000000000e+00,direct
1.000000000000000e-02,64,99846,MITC9,3.211879722228671e-02,0.000000000000000e+00,6.790734100000000e-02,0.000000000000000e+00,gmg
1.000000000000000e-02,128,396294,MITC9,3.211880973532235e-02,0.000000000000000e+00,1.596816780000000e-01,0.000000000000000e+00,gmg
1.000000000000000e-02,256,1579014,MITC9,3.211881060454238e-02,0.000000000000000e+00,5.133639860000000e-01,0.000000000000000e+00,gmg
1.000000000000000e-02,512,6303750,MITC9,3.211881080185880e-02,0.000000000000000e+00,1.730780291000000e+00,0.000000000000000e+00,gmg
1.000000000000000e-02,4,1014,CFI16,3.228382376115156e-02,0.000000000000000e+00,2.007745800000000e-02,0.000000000000000e+00,direct
1.000000000000000e-02,8,3750,CFI16,3.213301699980850e-02,0.000000000000000e+00,3.003603700000000e-02,0.000000000000000e+00,direct
1.000000000000000e-02,16,14406,CFI16,3.212071326099655e-02,0.000000000000000e+00,2.321754680000000e-01,0.000000000000000e+00,gmg
1.000000000000000e-02,32,56454,CFI16,3.212019852168069e-02,0.000000000000000e+00,3.406957390000000e-01,0.000000000000000e+00,gmg
1.000000000000000e-02,64,223494,CFI16,3.212018547671554e-02,0.000000000000000e+00,1.158113655000000e+00,0.000000000000000e+00,gmg
1.000000000000000e-02,128,889350,CFI16,3.212018523754426e-02,0.000000000000000e+00,4.009149465000000e+00,0.000000000000000e+00,gmg
1.000000000000000e-02,256,3548166,CFI16,3.212018522842962e-02,0.000000000000000e+00,1.520960292300000e+01,0.000000000000000e+00,gmg
1.000000000000000e-02,16,3179,HRA4,3.085716504667436e-02,0.000000000000000e+00,9.034920400000000e-02,0.000000000000000e+00,direct
1.000000000000000e-02,32,11979,HRA4,3.194046846171624e-02,0.000000000000000e+00,4.329235520000000e-01,0.000000000000000e+00,direct
1.000000000000000e-02,64,46475,HRA4,3.221077404106467e-02,0.000000000000000e+00,1.711260415000000e+00,0.000000000000000e+00,direct
1.000000000000000e-02,128,183051,HRA4,3.227831568509300e-02,0.000000000000000e+00,9.049174074000000e+00,0.000000000000000e+00,direct
1.000000000000000e-02,256,726539,HRA4,3.229519889020033e-02,0.000000000000000e+00,3.402332924800000e+01,0.000000000000000e+00,direct
1.000000000000000e-02,4,1014,MITC16,3.213574743498424e-02,0.000000000000000e+00,2.006257000000000e-02,0.000000000000000e+00,direct
1.000000000000000e-02,8,3750,MITC16,3.211564628892144e-02,0.000000000000000e+00,3.407044600000000e-02,0.000000000000000e+00,direct
1.000000000000000e-02,16,14406,MITC16,3.211530416094328e-02,0.000000000000000e+00,8.680512300000000e-02,0.000000000000000e+00,direct
1.000000000000000e-02,32,56454,MITC16,3.211529847210585e-02,0.000000000000000e+00,2.571052880000000e-01,0.000000000000000e+00,direct
1.000000000000000e-02,64,223494,MITC16,3.211529836891015e-02,0.000000000000000e+00,1.398082027000000e+00,0.000000000000000e+00,direct
1.000000000000000e-02,128,889350,MITC16,3.211529836725678e-02,0.000000000000000e+00,7.296556161000000e+00,0.000000000000000e+00,direct
1.000000000000000e-02,4,1014,LFI16,3.228382376113229e-02,0.000000000000000e+00,2.011623900000000e-02,0.000000000000000e+00,direct
1.000000000000000e-02,8,3750,LFI16,3.213301699976824e-02,0.000000000000000e+00,3.025057600000000e-02,0.000000000000000e+00,direct
1.000000000000000e-02,16,14406,LFI16,3.212071326088992e-02,0.000000000000000e+00,8.627896800000000e-02,0.000000000000000e+00,direct
1.000000000000000e-02,32,56454,LFI16,3.212019852079699e-02,0.000000000000000e+00,2.569653060000000e-01,0.000000000000000e+00,direct
1.000000000000000e-02,64,223494,LFI16,3.212018547463635e-02,0.000000000000000e+00,1.393910133000000e+00,0.000000000000000e+00,direct
1.000000000000000e-02,128,889350,LFI16,3.212018522824136e-02,0.000000000000000e+00,7.346616515000000e+00,0.000000000000000e+00,direct
