t/R,nxe,NDOF,elem_type,lin_disp,nl_disp,lin_runtime(s),nl_runtime(s),solver
1.000000000000000e-01,64,223494,CFI16,1.333126779358900e+00,0.000000000000000e+00,8.465167610000000e-01,0.000000000000000e+00,gmg
1.000000000000000e-01,128,889350,CFI16,1.333126779383127e+00,0.000000000000000e+00,4.363028280000000e+00,0.000000000000000e+00,gmg
1.000000000000000e-01,4,1014,MITC16,1.333106493009307e+00,0.000000000000000e+00,1.651686800000000e-02,0.000000000000000e+00,direct
1.000000000000000e-01,8,3750,MITC16,1.333125381125469e+00,0.000000000000000e+00,3.217553600000000e-02,0.000000000000000e+00,direct
1.000000000000000e-01,16,14406,MITC16,1.333125683298706e+00,0.000000000000000e+00,3.074348860000000e-01,0.000000000000000e+00,gmg
1.000000000000000e-01,32,56454,MITC16,1.333125688042520e+00,0.000000000000000e+00,1.696302463000000e+00,0.000000000000000e+00,gmg
1.000000000000000e-01,64,223494,MITC16,1.333125688061703e+00,0.000000000000000e+00,1.047709295800000e+01,0.000000000000000e+00,gmg
1.000000000000000e-01,4,1014,LFI16,1.333232566654950e+00,0.000000000000000e+00,1.630132800000000e-02,0.000000000000000e+00,direct
1.000000000000000e-01,8,3750,LFI16,1.333128496318505e+00,0.000000000000000e+00,2.545466700000000e-02,0.000000000000000e+00,direct
1.000000000000000e-01,16,14406,LFI16,1.333126806480801e+00,0.000000000000000e+00,3.058427500000000e-01,0.000000000000000e+00,gmg
1.000000000000000e-01,32,56454,LFI16,1.333126779765115e+00,0.000000000000000e+00,1.764704443000000e+00,0.000000000000000e+00,gmg
1.000000000000000e-01,64,223494,LFI16,1.333126779342554e+00,0.000000000000000e+00,1.055904810400000e+01,0.000000000000000e+00,gmg
1.000000000000000e-01,8,891,HRA4,1.460395304032436e+00,0.000000000000000e+00,2.820996700000000e-02,0.000000000000000e+00,direct
1.000000000000000e-01,16,3179,HRA4,1.463477176093796e+00,0.000000000000000e+00,6.860759100000000e-02,0.000000000000000e+00,direct
1.000000000000000e-01,32,11979,HRA4,1.464224931537200e+00,0.000000000000000e+00,3.056294590000000e-01,0.000000000000000e+00,direct
1.000000000000000e-01,64,46475,HRA4,1.464410529465980e+00,0.000000000000000e+00,1.348178648000000e+00,0.000000000000000e+00,direct
1.000000000000000e-01,128,183051,HRA4,1.464456846189227e+00,0.000000000000000e+00,6.724669712000000e+00,0.000000000000000e+00,direct

