t/R,nxe,NDOF,elem_type,lin_disp,nl_disp,lin_runtime(s),nl_runtime(s),solver
1.000000000000000e-03,64,25350,CFI4,5.384859823149484e-04,0.000000000000000e+00,7.595134300000000e-02,0.000000000000000e+00,gmg
1.000000000000000e-03,128,99846,CFI4,2.052782401005323e-03,0.000000000000000e+00,2.478399510000000e-01,0.000000000000000e+00,gmg
1.000000000000000e-03,256,396294,CFI4,6.888597676650992e-03,0.000000000000000e+00,1.056677491000000e+00,0.000000000000000e+00,gmg
1.000000000000000e-03,512,1579014,CFI4,1.674908591568110e-02,0.000000000000000e+00,3.215553940000000e+00,0.000000000000000e+00,gmg
1.000000000000000e-03,1024,6303750,CFI4,2.608171080034689e-02,0.000000000000000e+00,1.936202008400000e+01,0.000000000000000e+00,gmg
1.000000000000000e-03,64,25350,MITC4,3.174064320405375e-02,0.000000000000000e+00,2.637094350000000e-01,0.000000000000000e+00,gmg
1.000000000000000e-03,128,99846,MITC4,3.180730500629007e-02,0.000000000000000e+00,5.472473260000000e-01,0.000000000000000e+00,gmg
1.000000000000000e-03,256,396294,MITC4,3.182396783461496e-02,0.000000000000000e+00,2.326436942000000e+00,0.000000000000000e+00,gmg
1.000000000000000e-03,512,1579014,MITC4,3.182813348794090e-02,0.000000000000000e+00,1.405468784400000e+01,0.000000000000000e+00,gmg
1.000000000000000e-03,1024,6303750,MITC4,3.182917512947463e-02,0.000000000000000e+00,7.010381590900001e+01,0.000000000000000e+00,gmg
1.000000000000000e-03,16,14406,CFI16,3.203182163022510e-02,0.000000000000000e+00,8.370270800000000e-02,0.000000000000000e+00,direct
1.000000000000000e-03,32,56454,CFI16,3.203083267899403e-02,0.000000000000000e+00,2.614076400000000e-01,0.000000000000000e+00,direct
1.000000000000000e-03,64,223494,CFI16,3.203077161113466e-02,0.000000000000000e+00,1.390508870000000e+00,0.000000000000000e+00,direct
1.000000000000000e-03,128,889350,CFI16,3.203076775383586e-02,0.000000000000000e+00,6.982456613000000e+00,0.000000000000000e+00,direct
1.000000000000000e-03,16,6534,CFI9,3.127019754165117e-02,0.000000000000000e+00,4.181680000000000e-02,0.000000000000000e+00,direct
1.000000000000000e-03,32,25350,CFI9,3.184543070131736e-02,0.000000000000000e+00,1.227735770000000e-01,0.000000000000000e+00,direct
1.000000000000000e-03,64,99846,CFI9,3.198685209783268e-02,0.000000000000000e+00,5.938082870000000e-01,0.000000000000000e+00,direct
1.000000000000000e-03,128,396294,CFI9,3.202160148694599e-02,0.000000000000000e+00,2.755228641000000e+00,0.000000000000000e+00,direct
1.000000000000000e-03,256,1579014,CFI9,3.202938391616217e-02,0.000000000000000e+00,1.659796529400000e+01,0.000000000000000e+00,direct
1.000000000000000e-03,32,56454,LFI16,3.203083270551541e-02,0.000000000000000e+00,2.657248350000000e-01,0.000000000000000e+00,direct
1.000000000000000e-03,64,223494,LFI16,3.203077147868312e-02,0.000000000000000e+00,1.312264381000000e+00,0.000000000000000e+00,direct
1.000000000000000e-03,128,889350,LFI16,3.203076783621371e-02,0.000000000000000e+00,7.323667068000000e+00,0.000000000000000e+00,direct
1.000000000000000e-03,32,11979,HR4,3.167182640356514e-02,0.000000000000000e+00,2.904505990000000e-01,6.360000000000000e-07,direct
1.000000000000000e-03,64,46475,HR4,3.194242478084314e-02,0.000000000000000e+00,1.274454990000000e+00,6.110000000000000e-07,direct
1.000000000000000e-03,128,183051,HR4,3.201003926351119e-02,0.000000000000000e+00,5.964389003000000e+00,5.930000000000000e-07,direct
1.000000000000000e-03,256,726539,HR4,3.202694065426200e-02,0.000000000000000e+00,2.515100759600000e+01,6.120000000000000e-07,direct
