t/R,nxe,MITC4,MITC9,MITC16,CFI4,CFI9,CFI16,HRA4
0.1,32,5.791e-2,5.934e-2,
0.1,64,5.730e-2,5.7746e-2,
0.1,128,5.71530e-2,5.7272e-2,
0.1,256,5.71461e-2,5.71767e-2,
0.1,512,5.714107e-2,
0.1,1024,5.71387e-2,nan,
0.01,32,
0.01,64,
0.01,128,
0.01,256,
0.01,512,
0.01,1024,
0.001,32,
0.001,64,
0.001,128,
0.001,256,
0.001,512,
0.001,1024,
