mass=5.0288e+01 ksfail[0]=1.0020e+00
comp0	1.0000000000000000e-02
comp1	1.0000000000000000e-02
comp2	1.0000000000000000e-02
comp3	1.0000000000000000e-02
comp4	2.1094201261320208e-02
comp5	2.1290108012757519e-02
comp6	1.0000000000000000e-02
comp7	1.0000000000000000e-02
comp8	1.0000000000000000e-02
comp9	1.5867218842022246e-02
comp10	2.1257804214207327e-02
comp11	2.1401765268447025e-02
comp12	1.5295627080770747e-02
comp13	1.0508622821336562e-02
comp14	1.0000142205746961e-02
comp15	1.1656352540703277e-02
comp16	1.0573723880667718e-02
comp17	1.1629817735802430e-02
comp18	1.2910711878903785e-02
comp19	1.6364831100020884e-02
comp20	1.3529287153295251e-02
comp21	1.3401107328526198e-02
comp22	1.6493388426902404e-02
comp23	1.0049490280898316e-02
comp24	1.0000000000000000e-02
comp25	1.0049665294505494e-02
comp26	3.8451328437418331e-02
comp27	3.8143701592127960e-02
comp28	3.7961628016570749e-02
comp29	3.5590894389618273e-02
comp30	1.0000000000000000e-02
comp31	1.0000000000000000e-02
comp32	1.0000000000000000e-02
comp33	1.0000000000000000e-02
comp34	1.0000000000000000e-02
comp35	1.0000000000000000e-02
comp36	1.7545673585328599e-02
comp37	1.6934647811577282e-02
comp38	1.5263615644804872e-02
comp39	1.5649705764873650e-02
comp40	1.0067420950556573e-02
comp41	1.4690450020302606e-02
comp42	2.0889040728938459e-02
comp43	1.3834281701105769e-02
comp44	1.3663108146101067e-02
comp45	1.2872024873434368e-02
comp46	1.0000000000000000e-02
comp47	1.3445136482234117e-02
comp48	1.0781394215925298e-02
comp49	1.3214493118567969e-02
comp50	1.8977511088371993e-02
comp51	2.4028487506472285e-02
comp52	2.0626148682199610e-02
comp53	1.9637422852846073e-02
comp54	2.3948316351395920e-02
comp55	1.5000270185880271e-02
comp56	1.0000000000000000e-02
comp57	1.6001035899551815e-02
comp58	3.4114122115989631e-02
comp59	3.6643069761408631e-02
comp60	3.5674725298282153e-02
comp61	2.6927641534997000e-02
comp62	1.0000000000000000e-02
comp63	1.0000000000000000e-02
comp64	1.0000000000000000e-02
comp65	1.0000000000000000e-02
comp66	1.4617493222616478e-02
comp67	1.6134917570434424e-02
comp68	2.3198992126160431e-02
comp69	2.4364113820954630e-02
comp70	2.4076952987891850e-02
comp71	2.3255746758239496e-02
comp72	1.2313908429096892e-02
comp73	1.1059334815903181e-02
comp74	1.3116652513590930e-02
comp75	1.0000000000000000e-02
comp76	1.1631974455608944e-02
comp77	1.2087362962361844e-02
comp78	1.0000000000000000e-02
comp79	1.1919660112212790e-02
comp80	1.0000000000000000e-02
comp81	1.4146060897837889e-02
comp82	1.6007582424848229e-02
comp83	1.9540072979821604e-02
comp84	1.5380391861135259e-02
comp85	1.3655921652023780e-02
comp86	1.5238139463044663e-02
comp87	1.0000000000000000e-02
comp88	1.8461919615617214e-02
comp89	2.5924029370430493e-02
comp90	3.1911185120904038e-02
comp91	3.0006442866611631e-02
comp92	3.1867489719370624e-02
comp93	1.6279278059484745e-02
comp94	1.2949428874906422e-02
comp95	1.0000000000000000e-02
comp96	1.0000000000000000e-02
comp97	1.0197111883742418e-02
comp98	1.8279205885721024e-02
comp99	1.9977982827971762e-02
comp100	2.3353687317202349e-02
comp101	2.5429452586561034e-02
comp102	2.3814393971990644e-02
comp103	2.2924021420541587e-02
comp104	1.3018206688886612e-02
comp105	1.0000000000000000e-02
comp106	1.0000000000000000e-02
comp107	1.0000000000000000e-02
comp108	1.0525286893723458e-02
comp109	1.0000825610146057e-02
comp110	1.0000000000000000e-02
comp111	1.0000000000000000e-02
comp112	1.0000000000000000e-02
comp113	1.8502462264144034e-02
comp114	2.0175579548178859e-02
comp115	1.9728203078859183e-02
comp116	1.6903931179550431e-02
comp117	1.0000000000000000e-02
comp118	1.0320605286947965e-02
comp119	1.0000000000000000e-02
comp120	2.1043709747401992e-02
comp121	2.9653600504893133e-02
comp122	2.6488332626494859e-02
comp123	2.6007815181049287e-02
comp124	2.2298642223528505e-02
comp125	1.5735429206168133e-02
comp126	1.3352503728010643e-02
comp127	1.0416953861652881e-02
comp128	1.8264201942051174e-02
comp129	1.4331352880322000e-02
comp130	2.1256714711545860e-02
comp131	2.4237853453070390e-02
comp132	2.5927511800656462e-02
comp133	2.5201617939515076e-02
comp134	1.7292519815108504e-02
comp135	1.4130940168860106e-02
comp136	1.4611910264926416e-02
comp137	1.1311489591134640e-02
comp138	1.0000000000000000e-02
comp139	1.0000000000000000e-02
comp140	1.0000000000000000e-02
comp141	1.0075831303962066e-02
comp142	1.0000000000000000e-02
comp143	1.0000000000000000e-02
comp144	1.0822115076818260e-02
comp145	1.7740218468477609e-02
comp146	1.9336940734211629e-02
comp147	1.9049823521057500e-02
comp148	1.5729938697548910e-02
comp149	1.0000000000000000e-02
comp150	1.0011247562197470e-02
comp151	1.0000000000000000e-02
comp152	2.0591673948432511e-02
comp153	2.5559161543826057e-02
comp154	2.5701972503418883e-02
comp155	2.2076964494430914e-02
comp156	1.3903672337687000e-02
comp157	1.6715221817141964e-02
comp158	1.6496333962762420e-02
comp159	1.1348435227633182e-02
comp160	1.8653149895737291e-02
comp161	1.5810995936635285e-02
comp162	2.2873317797180187e-02
comp163	2.4692111996284408e-02
comp164	2.6498532344743080e-02
comp165	1.3499060946304599e-02
comp166	1.5027503822436608e-02
comp167	1.7896168778264845e-02
comp168	1.5613275016628249e-02
comp169	1.2621499558495088e-02
