t/R,nxe,NDOF,elem_type,lin_disp,nl_disp,lin_runtime(s),nl_runtime(s),solver
1.000000000000000e-02,4,1014,CFI16,1.268979813957887e+00,0.000000000000000e+00,1.583328900000000e-02,0.000000000000000e+00,direct
1.000000000000000e-02,8,3750,CFI16,1.268153542588959e+00,0.000000000000000e+00,2.707913800000000e-02,0.000000000000000e+00,direct
1.000000000000000e-02,16,14406,CFI16,1.268112386152424e+00,0.000000000000000e+00,4.297421270000000e-01,0.000000000000000e+00,gmg
1.000000000000000e-02,32,56454,CFI16,1.268110797986520e+00,0.000000000000000e+00,1.431169858000000e+00,0.000000000000000e+00,gmg
1.000000000000000e-02,64,223494,CFI16,1.268110758612426e+00,0.000000000000000e+00,4.496706030000000e+00,0.000000000000000e+00,gmg
1.000000000000000e-02,128,889350,CFI16,1.268110758623195e+00,0.000000000000000e+00,1.800559431300000e+01,0.000000000000000e+00,gmg
1.000000000000000e-02,16,3179,HRA4,1.267826646301068e+00,0.000000000000000e+00,6.941295100000000e-02,4.710000000000000e-07,direct
1.000000000000000e-02,32,11979,HRA4,1.269026643688492e+00,0.000000000000000e+00,3.068501930000000e-01,5.510000000000000e-07,direct
1.000000000000000e-02,64,46475,HRA4,1.269324933823543e+00,0.000000000000000e+00,1.331207018000000e+00,6.020000000000000e-07,direct
1.000000000000000e-02,128,183051,HRA4,1.269399399984422e+00,0.000000000000000e+00,6.702398708000000e+00,6.110000000000000e-07,direct
1.000000000000000e-02,4,1014,MITC16,1.267112451982537e+00,0.000000000000000e+00,1.688345100000000e-02,0.000000000000000e+00,direct
1.000000000000000e-02,8,3750,MITC16,1.267130257508838e+00,0.000000000000000e+00,2.902945300000000e-02,0.000000000000000e+00,direct
1.000000000000000e-02,16,14406,MITC16,1.267130503378129e+00,0.000000000000000e+00,7.746809800000000e-02,0.000000000000000e+00,direct
1.000000000000000e-02,32,56454,MITC16,1.267130505516672e+00,0.000000000000000e+00,2.704708980000000e-01,0.000000000000000e+00,direct
1.000000000000000e-02,64,223494,MITC16,1.267130508126572e+00,0.000000000000000e+00,1.634059871000000e+00,0.000000000000000e+00,direct
1.000000000000000e-02,4,1014,LFI16,1.268979813959069e+00,0.000000000000000e+00,1.547948100000000e-02,0.000000000000000e+00,direct
1.000000000000000e-02,8,3750,LFI16,1.268153542568631e+00,0.000000000000000e+00,2.878800200000000e-02,0.000000000000000e+00,direct
1.000000000000000e-02,16,14406,LFI16,1.268112386098310e+00,0.000000000000000e+00,7.777616399999999e-02,0.000000000000000e+00,direct
1.000000000000000e-02,32,56454,LFI16,1.268110797670559e+00,0.000000000000000e+00,2.657121970000000e-01,0.000000000000000e+00,direct
1.000000000000000e-02,64,223494,LFI16,1.268110757689045e+00,0.000000000000000e+00,1.550543907000000e+00,0.000000000000000e+00,direct
