 3.48335630418102653e+01 -1.80058227350026312e-18 2.76947204257269730e+00 -7.87171126500691293e-02 -1.72754566407738286e-01 8.56949580596690574e-01
 2.71186740746150683e+01 1.00442011574210799e+00 2.89648307081736167e+00 -9.87409597939293060e-01 1.33219436337936181e+00 -4.67600607584518801e+00
 2.65788643050886080e+01 1.08304928469718553e+00 3.04980829330710224e+00 -9.25676191516867530e-01 1.09431692743649855e+00 -3.61112178322290767e+00
 2.71249564902400628e+01 1.59579717490434558e+00 3.06659155657304883e+00 -1.43063141355456813e+00 1.78005793199799700e+00 -6.07078741330033367e+00
 3.47779997923159527e+01 1.81106737008409469e+00 3.12289784967383355e+00 -2.02514969131956879e-01 -3.65846226214678549e-01 1.87619790642523654e+00
 2.48279488373946897e+01 -1.09946315323599756e-16 3.25422620017381892e+00 5.01967694847519574e-01 -4.49401637126451314e-01 1.32369269001152468e+00
 2.62963533230909974e+01 1.58787372923409009e+00 3.28848196981696628e+00 -3.38055304350970642e-01 3.82194212885326901e-01 -1.23039845671672343e+00
 3.52798513697445557e+01 1.94789510047927283e+00 3.20381611766278862e+00 -2.40045820396741882e-01 -4.55928925167477073e-01 2.29364878234630476e+00
 3.45656327371684569e+01 2.64985302630262654e+00 3.26111737007341240e+00 -8.50742342146454805e-02 -1.45241744905494907e-01 7.58226559611743456e-01
 2.79646013360213246e+01 8.60272490452572430e-17 2.50549915868563566e+00 -4.75895712735658061e-01 9.41961828478935281e-01 -4.04150098835584526e+00
 2.84783891534175524e+01 2.75427015225654220e-15 2.46442701241098927e+00 -3.44535212492308618e-01 9.62252822656809115e-01 -4.43813642279133713e+00
 2.89934244731174360e+01 7.09067180198374711e-15 2.43659140010213626e+00 -2.18773378015619552e-01 9.32579261529132730e-01 -4.54312922619100767e+00
 2.64442116494711676e+01 -1.06776537539616796e-14 2.76140746801614645e+00 -3.45587024151015387e-01 4.26760665082803636e-01 -1.44893337621090468e+00
 3.00264670911049549e+01 5.79209087044191875e-15 2.42816046304292055e+00 8.69969551140666042e-02 1.08900946539157983e+00 -5.55819992271980734e+00
 3.05775792967425488e+01 1.67555399387153670e+00 2.77028659172570713e+00 1.30132908576474887e-01 1.00949790803132422e+00 -5.12702151953151386e+00
 2.59370860767188347e+01 1.05530164149541839e+00 3.22826264915010785e+00 -1.23758524924069607e-01 1.38819814021689830e-01 -4.51937183058970904e-01
 2.59857789260792309e+01 5.36454047065100914e-01 3.04523371215005367e+00 -1.69319658760955366e-01 1.94268052298007060e-01 -6.38431868743694730e-01
 2.55870622566541144e+01 8.79972840691380376e-01 3.28493686012735564e+00 2.83533109941293548e-01 -2.76462493215749672e-01 8.23719550675089951e-01
 2.69473172333205397e+01 -3.52998808787119292e-15 2.65858834064540517e+00 -4.89860703126734798e-01 6.57308598678327582e-01 -2.45852949257647690e+00
 2.64913700452901182e+01 5.50263172318409266e-01 2.90965750626915920e+00 -7.33601500397758177e-01 8.74776591050748120e-01 -2.99575448987198101e+00
 2.95096501760069501e+01 1.30575330042481809e-14 2.42169670359693390e+00 -6.88467055773836351e-02 9.39850470016305506e-01 -4.61920855825732080e+00
 2.74828078695917988e+01 5.35947229298081251e-01 2.69809396705996019e+00 -1.09804064223717646e+00 1.73158142776317980e+00 -6.83916725200930387e+00
 2.74543717155374942e+01 -3.28820473479998846e-16 2.57417068536315341e+00 -5.22665964909313496e-01 8.00062370433242021e-01 -3.27440581286682608e+00
 2.70036092844726525e+01 5.09101214287311032e-01 2.77927216638744490e+00 -1.03031933460723146e+00 1.36420468535143247e+00 -5.04901425489544931e+00
 2.66267602517988564e+01 1.95513086840493266e+00 3.30624842699901578e+00 -5.34363653912075853e-01 5.82813884070127131e-01 -1.93331485902450728e+00
 3.05435266046801779e+01 5.10783167921613525e-16 2.44171230869550593e+00 1.31591123045031455e-01 6.72041436083949950e-01 -3.51208374120749456e+00
 3.10606639909663258e+01 -3.88561854640412531e-17 2.46478979210990401e+00 1.56588905021819907e-01 5.63972923770822643e-01 -2.97555338010043835e+00
 3.15777542249287571e+01 -8.51898826847429102e-17 2.49487325974192409e+00 1.52117518111442307e-01 4.54290636378238355e-01 -2.40822434479714342e+00
 3.20920509751454830e+01 5.48185499281293787e-01 2.63236571610898462e+00 2.39248472304491644e-01 6.55731556411515371e-01 -3.44613470094594154e+00
 3.20948938318157246e+01 -4.56513060920464537e-17 2.52867715950539074e+00 1.32284486117692862e-01 3.54830630592140928e-01 -1.86669719864420447e+00
 3.26120031711532690e+01 -1.19143308051118149e-17 2.56647090598681915e+00 1.08217175585430869e-01 2.62336880285805096e-01 -1.36924164679520999e+00
 3.53407944519627790e+01 2.65443246948570710e+00 3.34989520680216746e+00 -2.21457679814105440e-01 -3.90162041920997793e-01 1.99007387898982424e+00
