mass=2.3734e+02 ksfail[0]=1.0000e+00
comp0	3.5952528381511376e-02
comp1	2.9000026574044359e-02
comp2	4.0851273854935519e-02
comp3	3.6234726002594767e-02
comp4	3.4691754113027544e-02
comp5	4.6447166497720654e-02
comp6	3.8472556215678230e-02
comp7	3.3337341450190267e-02
comp8	3.5000020671761362e-02
comp9	3.9089082959808674e-02
comp10	3.8128714222564017e-02
comp11	4.0164684377841653e-02
comp12	4.4504703766168094e-02
comp13	3.5238620114754364e-02
comp14	2.9173290206181538e-02
comp15	4.0688637197381354e-02
comp16	3.8724425234782887e-02
comp17	3.4716199744255265e-02
comp18	4.5298006011118642e-02
comp19	3.6038330734461325e-02
comp20	2.9851588843937557e-02
comp21	3.8642510500020266e-02
comp22	3.6657810606710597e-02
comp23	4.1775300001864954e-02
comp24	3.8610118857488634e-02
comp25	4.5577638772213137e-02
comp26	3.0577277886314258e-02
comp27	3.2267663779867423e-02
comp28	4.0809110669978187e-02
comp29	3.9399688811613411e-02
comp30	4.3103669649563088e-02
comp31	4.1799771033567197e-02
comp32	3.3194036149827189e-02
comp33	3.1100676255707827e-02
comp34	4.0548441591617246e-02
comp35	3.6666118504496539e-02
comp36	3.4270738787924741e-02
comp37	4.5191570259145941e-02
comp38	3.7631903243910157e-02
comp39	3.1290174284625050e-02
comp40	3.6826340495540733e-02
comp41	3.7249480042343089e-02
comp42	3.8688466487405537e-02
comp43	3.7586949005941755e-02
comp44	4.4734521473012177e-02
comp45	3.2779458548922995e-02
comp46	3.0556263406142262e-02
comp47	3.9803251034521564e-02
comp48	4.0868965372061958e-02
comp49	3.4054859624267665e-02
comp50	4.6152849032915430e-02
comp51	3.4853866830681202e-02
comp52	2.9925429780495220e-02
comp53	3.9974367126862025e-02
comp54	3.5051238861970563e-02
comp55	4.1041206008558352e-02
comp56	3.7255821006969912e-02
comp57	4.4082714564849468e-02
comp58	3.0421787964960385e-02
comp59	3.2388150662919557e-02
comp60	3.9797951722549629e-02
comp61	3.8286275388173717e-02
comp62	4.1681277141380438e-02
comp63	4.7866435773551638e-02
comp64	2.9393877819962957e-02
comp65	3.1198600441845539e-02
comp66	3.7949327083384790e-02
comp67	3.8915511116601603e-02
comp68	3.3110313014295470e-02
comp69	4.4615081607397668e-02
comp70	3.4100427810145509e-02
comp71	3.1333586502287625e-02
comp72	3.7788143693861742e-02
comp73	3.3702771618936381e-02
comp74	3.7845759432893707e-02
comp75	3.6896714977842637e-02
comp76	4.1175008657031970e-02
comp77	3.1228049571545690e-02
comp78	3.0226091022148786e-02
comp79	3.6891430170654091e-02
comp80	4.5052731056000134e-02
comp81	3.6976339643189686e-02
comp82	4.6376922171832612e-02
comp83	3.0518192111785331e-02
comp84	3.0658071915063197e-02
comp85	3.8616206050800503e-02
comp86	3.5240971051138374e-02
comp87	3.6947208695244746e-02
comp88	4.2078402019391822e-02
comp89	3.8575169119283270e-02
comp90	2.9479589302223112e-02
comp91	3.4187638246672085e-02
comp92	3.6077149180657651e-02
comp93	4.1074961788968828e-02
comp94	3.8364822799799705e-02
comp95	4.4158987293524493e-02
comp96	2.8689646650366947e-02
comp97	2.7796823220513512e-02
comp98	3.3204771854124855e-02
comp99	4.3797539485719982e-02
comp100	3.6933547835493977e-02
comp101	4.2915210039583040e-02
comp102	2.7934804022889736e-02
comp103	2.9701975661736216e-02
comp104	3.5110768055581928e-02
comp105	3.6118119318167427e-02
comp106	3.4030567765994467e-02
comp107	3.7226875514086703e-02
comp108	3.3852690472735973e-02
comp109	2.9490162959045902e-02
comp110	3.0097219125366562e-02
comp111	3.2790881494980571e-02
comp112	4.5738998209004962e-02
comp113	3.7420812996603263e-02
comp114	4.0747182217209070e-02
comp115	2.8130175928244551e-02
comp116	2.9196668780927710e-02
comp117	3.4401902121625610e-02
comp118	4.0416537126957273e-02
comp119	3.4510261072629798e-02
comp120	4.1881021246007885e-02
comp121	3.0924855073719545e-02
comp122	2.9667022504092200e-02
comp123	3.3792930372404703e-02
comp124	3.5034414592125342e-02
comp125	4.1596263735547902e-02
comp126	3.7251578573430463e-02
comp127	3.6597430377873053e-02
comp128	2.6837777983396337e-02
comp129	2.4248097906049773e-02
comp130	2.8858057165230561e-02
comp131	4.4244827015434821e-02
comp132	3.7707047828725922e-02
comp133	3.5993328527696801e-02
comp134	2.4801165903374223e-02
comp135	2.6173992731191774e-02
comp136	2.8172306968024419e-02
comp137	6.0537455866401933e-02
comp138	5.9314035143115867e-02
comp139	3.2735664693312516e-02
comp140	2.5749186937152984e-02
comp141	2.6796009555266988e-02
comp142	2.7176455066660173e-02
comp143	3.5644301905870146e-02
comp144	4.7289685546034937e-02
comp145	3.4470754666807386e-02
comp146	3.3725020783873169e-02
comp147	2.5950215301841686e-02
